ID,Region,OrgSize,Tenure,R45a,R45b,R45c,R45d,R45e,R90a,R90b,R90c,R87a,R87b,R87c,R87d,R87e
1497,Southern,6,20,4,3,3,2,2,4,5,5,6,6,3,6,6
1498,Southern,4,10,1,2,3,2,4,4,5,3,5,4,4,5,3
1499,Southern,5,6,5,2,2,1,1,5,5,4,5,4,5,5,5
1500,Southern,7,18,2,3,2,1,2,3,2,4,5,3,5,2,5
1501,Southern,5,21,3,4,4,1,1,4,4,3,5,3,5,4,5
1502,Southern,4,7,2,3,1,2,1,4,3,4,5,3,3,2,4
1503,Southern,4,11,4,3,3,2,1,5,4,3,4,3,4,2,6
1504,Southern,4,26,2,3,1,2,1,4,3,2,3,5,4,4,5
1505,Southern,8,23,5,5,3,2,1,2,2,5,3,3,5,5,6
1506,Southern,7,2,3,2,1,1,1,3,4,5,3,5,3,4,3
1507,Southern,4,33,4,3,4,3,4,4,5,4,4,3,6,2,4
1508,Southern,4,6,1,3,1,1,1,4,4,4,6,5,6,5,6
1509,Southern,8,14,2,3,4,1,1,5,4,4,4,4,5,5,5
1510,Southern,4,36,1,3,1,1,1,4,3,3,3,5,4,4,3
1511,Southern,4,3,2,1,2,1,1,5,4,5,3,3,5,4,4
1512,Southern,6,12,2,2,1,3,1,4,4,3,6,4,6,2,6
1513,Southern,8,18,2,4,3,1,1,4,4,5,5,4,5,5,5
1514,Southern,8,10,3,3,4,1,2,3,3,3,5,4,6,6,6
1515,Southern,4,1,2,4,4,3,1,3,3,2,5,3,5,6,6
1516,Southern,4,22,2,4,1,2,1,3,4,4,6,5,4,5,4
1517,Southern,7,12,2,2,1,3,1,2,3,5,5,4,3,3,5
1518,Southern,6,6,3,4,1,2,1,5,5,4,3,3,4,3,5
1519,Southern,4,2,3,2,3,2,3,5,4,5,6,5,5,3,6
1520,Southern,4,19,3,3,2,2,1,2,3,2,4,3,5,2,4
1521,Southern,5,9,4,2,1,1,1,5,5,5,6,6,3,5,6
1522,Southern,6,7,1,4,2,1,2,4,3,4,6,5,3,3,6
1523,Southern,8,24,1,3,1,2,1,4,3,3,6,6,4,6,5
1524,Southern,6,28,3,2,2,1,2,5,4,5,3,3,3,2,3
1525,Southern,4,5,3,3,2,1,1,4,3,4,6,4,5,4,6
1526,Southern,5,24,2,2,2,1,1,5,5,3,5,5,4,5,5
1527,Southern,4,1,4,3,3,2,2,2,4,3,6,5,5,3,6
1528,Southern,5,8,4,4,4,2,3,4,5,5,5,4,3,5,5
1529,Southern,4,17,1,1,2,1,1,3,3,3,6,3,4,5,4
1530,Southern,4,31,2,1,1,1,1,4,3,5,4,4,5,5,3
1531,Southern,8,25,5,2,3,2,3,3,4,4,4,5,4,3,5
1532,Southern,6,4,3,4,4,4,3,3,4,5,5,3,5,6,4
1533,Southern,6,17,2,4,2,1,1,5,4,5,5,4,4,4,5
1534,Southern,6,29,1,2,1,4,2,4,3,4,5,5,5,4,5
1535,Southern,6,3,1,5,4,1,1,3,5,2,5,5,3,2,5
1536,Southern,4,3,1,2,1,4,2,4,5,5,4,5,5,5,5
1537,Southern,4,20,2,2,2,2,1,4,4,2,6,6,5,5,4
1538,Southern,7,11,1,3,5,2,2,4,5,4,4,5,3,5,3
1539,Southern,4,29,1,2,1,2,1,3,4,2,5,4,3,5,5
1540,Southern,4,4,2,2,1,1,1,4,5,5,4,5,5,5,5
1541,Southern,4,14,1,3,3,2,1,5,4,3,6,5,5,2,6
1542,Southern,5,17,3,4,3,2,1,4,5,3,4,3,4,5,6
1543,Southern,5,2,1,1,1,1,1,4,3,3,5,5,3,5,3
1544,Southern,5,13,1,2,2,2,3,5,4,3,3,4,5,6,3
1545,Southern,5,7,1,3,3,2,1,4,3,4,5,6,3,6,6
1546,Southern,4,3,2,2,3,3,2,5,5,3,5,3,6,5,5
1547,Southern,5,7,3,2,1,2,2,4,4,4,6,6,5,4,5
1548,Southern,7,3,2,2,2,2,2,3,5,4,6,5,6,4,5
1549,Southern,7,8,2,1,4,2,2,4,5,5,5,6,5,6,5
1550,Southern,5,17,3,3,2,1,1,4,4,5,3,2,5,3,4
1551,Southern,4,13,5,3,3,2,2,5,5,5,4,2,5,6,5
1552,Southern,7,6,5,3,1,1,1,3,4,5,6,3,6,5,6
1553,Southern,5,3,2,2,4,1,1,4,3,3,3,5,5,5,5
1554,Southern,4,15,3,1,3,1,2,4,4,3,5,3,3,6,6
1555,Southern,7,5,3,2,1,1,1,4,4,3,4,2,4,3,5
1556,Southern,8,20,4,2,3,1,2,3,5,5,5,4,4,3,6
1557,Southern,5,3,4,4,1,1,2,4,4,5,3,3,3,5,6
1558,Southern,5,32,2,2,2,2,1,3,5,4,3,3,3,3,3
1559,Southern,4,5,2,3,1,1,1,3,2,3,4,5,5,3,4
1560,Southern,4,8,4,3,3,1,2,3,5,5,6,2,3,6,6
1561,Southern,4,34,4,3,3,2,1,4,3,4,6,3,5,5,5
1562,Southern,5,1,2,5,4,1,1,4,3,4,5,5,6,4,5
1563,Southern,6,25,2,2,2,1,1,3,5,2,6,6,6,6,3
1564,Southern,6,9,1,5,3,4,4,4,5,5,5,4,5,5,5
1565,Southern,4,20,3,3,4,2,1,3,5,5,5,5,3,2,5
1566,Southern,5,17,3,3,1,1,1,5,3,5,6,4,6,5,6
1567,Southern,7,6,1,4,2,3,3,4,5,5,4,5,4,3,5
1568,Southern,4,20,5,2,1,1,1,3,5,5,3,5,5,5,5
1569,Southern,8,2,2,3,3,3,3,4,3,4,5,3,5,5,6
1570,Southern,7,9,1,2,2,2,2,2,2,3,5,4,5,5,5
1571,Southern,7,11,1,4,3,1,1,4,5,4,4,5,5,4,6
1572,Southern,4,25,4,4,2,1,1,4,4,4,4,5,3,5,6
1573,Southern,5,25,1,3,1,4,1,3,5,3,4,4,4,4,6
1574,Southern,8,14,4,3,1,2,2,4,4,5,6,3,6,6,4
1575,Southern,4,11,1,3,2,3,1,4,5,4,4,3,4,4,6
1576,Southern,4,32,3,2,1,2,3,4,4,4,6,5,5,6,3
1577,Southern,4,30,1,4,1,1,1,4,3,4,5,5,4,5,6
1578,Southern,4,23,2,2,2,3,2,3,2,4,4,6,5,4,6
1579,Southern,4,40,3,4,1,1,1,4,5,5,3,4,5,6,5
1580,Southern,4,6,1,2,2,1,1,5,5,5,5,5,5,5,3
1581,Southern,7,15,3,1,2,1,2,4,5,4,4,6,5,5,6
1582,Southern,4,17,2,2,2,1,1,3,5,4,5,5,5,5,6
1583,Southern,7,8,2,4,2,2,2,4,3,4,5,4,3,2,3
1584,Southern,8,27,1,1,3,4,1,4,2,5,4,5,3,4,6
1585,Southern,6,25,2,1,2,2,1,5,4,3,6,6,5,3,4
1586,Southern,8,26,2,3,4,3,3,4,4,4,4,4,5,5,6
1587,Southern,6,2,2,2,3,1,1,4,5,5,5,6,4,4,4
1588,Southern,5,13,2,3,5,2,1,5,4,2,6,2,6,5,6
1589,Southern,4,3,3,4,4,1,1,4,5,4,6,3,5,2,6
1590,Southern,4,16,2,4,2,2,1,4,3,5,5,6,4,6,3
1591,Southern,7,2,1,4,4,2,1,4,5,5,5,5,4,2,3
1592,Southern,4,9,3,3,2,2,3,5,3,3,4,6,5,5,4
1593,Southern,4,2,2,3,3,1,1,4,4,3,5,6,3,5,4
1594,Southern,7,26,1,1,2,2,1,3,3,3,6,5,5,5,6
1595,Southern,8,7,1,4,2,1,1,4,4,3,6,3,5,6,3
1596,Southern,4,11,1,2,1,2,1,4,4,5,6,3,5,6,3
1597,Southern,4,15,1,3,2,2,3,4,3,4,4,4,4,5,3
1598,Southern,5,16,3,2,3,2,2,3,3,2,4,5,5,6,3
1599,Southern,7,18,1,4,3,3,2,3,5,5,3,5,3,3,3
1600,Southern,7,13,3,1,3,2,1,4,5,4,6,5,6,3,4
1601,CentralEast,4,35,2,1,1,1,1,5,5,5,6,6,6,6,6
1602,CentralEast,6,3,5,5,5,5,4,1,1,1,1,1,1,1,1
1603,CentralEast,8,37,2,1,1,1,1,5,5,5,6,6,6,6,6
1604,CentralEast,4,25,1,1,1,1,1,5,5,4,6,6,6,6,6
1605,CentralEast,5,28,1,1,1,1,1,5,5,5,6,6,6,6,6
1606,CentralEast,4,5,1,1,1,1,1,5,5,5,6,6,6,6,6
1607,CentralEast,6,10,5,5,5,4,4,2,1,2,2,1,1,1,1
1608,CentralEast,4,11,5,5,5,4,4,2,1,2,2,1,2,2,1
1609,CentralEast,6,13,5,5,5,4,4,2,1,2,2,2,2,2,2
1610,CentralEast,7,2,1,1,1,1,1,5,5,5,6,6,6,6,6
1611,CentralEast,4,22,1,1,2,1,1,5,5,5,6,6,6,6,6
1612,CentralEast,4,14,1,1,1,1,1,5,5,5,6,6,6,6,6
1613,CentralEast,6,11,4,5,5,4,4,2,1,2,2,2,2,2,2
1614,CentralEast,4,8,4,5,5,4,4,2,2,2,2,2,2,2,2
1615,CentralEast,5,17,4,4,5,4,4,2,2,2,2,2,2,2,2
1616,CentralEast,4,1,1,1,1,1,1,5,5,5,6,6,6,6,6
1617,CentralEast,5,10,4,4,5,4,4,2,2,2,2,2,2,2,2
1618,CentralEast,5,1,4,4,5,4,4,2,2,2,2,2,2,2,2
1619,CentralEast,7,4,1,1,1,1,1,5,5,5,6,6,6,6,6
1620,CentralEast,5,10,1,4,5,4,3,2,2,2,2,2,2,2,2
1621,CentralEast,4,2,1,1,1,1,1,5,5,5,6,6,6,6,6
1622,CentralEast,5,10,3,4,5,4,2,2,2,2,2,2,2,2,2
1623,CentralEast,5,3,2,4,5,3,2,2,2,2,2,2,2,2,2
1624,CentralEast,5,4,2,4,5,3,1,2,2,2,2,2,2,2,2
1625,CentralEast,6,8,1,4,4,2,1,2,2,2,2,2,2,2,2
1626,CentralEast,5,30,1,1,1,1,1,5,5,5,6,6,6,6,6
1627,CentralEast,6,18,4,4,3,2,2,2,2,4,2,2,2,2,2
1628,CentralEast,5,12,2,4,3,2,1,2,2,3,2,2,2,2,2
1629,CentralEast,6,4,2,1,1,2,1,5,5,4,6,6,6,6,6
1630,CentralEast,5,20,2,4,3,2,1,2,2,4,2,2,2,2,2
1631,CentralEast,5,10,3,4,2,2,1,2,2,4,2,2,2,2,2
1632,CentralEast,4,17,1,1,1,1,1,5,5,5,6,6,6,6,6
1633,CentralEast,6,11,2,4,2,2,1,2,2,4,3,2,2,2,2
1634,CentralEast,6,10,2,4,3,2,1,2,2,5,3,2,2,2,2
1635,CentralEast,4,4,2,1,2,1,3,5,5,4,6,6,6,6,6
1636,CentralEast,4,22,2,1,1,2,1,5,5,5,6,6,6,6,6
1637,CentralEast,5,11,1,1,2,2,2,5,5,5,6,6,6,6,6
1638,CentralEast,6,12,2,1,2,2,2,5,5,4,6,6,6,6,6
1639,CentralEast,6,12,2,1,2,1,1,5,5,5,6,6,6,6,6
1640,CentralEast,6,18,1,1,1,1,2,5,5,4,6,6,6,6,6
1641,CentralEast,4,14,3,1,3,1,1,5,5,5,6,6,6,6,6
1642,CentralEast,6,20,2,4,3,2,1,2,2,4,3,2,2,2,2
1643,CentralEast,4,10,2,3,3,2,2,5,5,4,6,6,6,6,6
1644,CentralEast,6,4,1,2,2,2,2,2,2,4,3,2,2,2,2
1645,CentralEast,4,12,1,3,2,2,2,5,5,4,6,6,6,6,6
1646,CentralEast,8,4,3,2,2,2,2,5,5,4,6,6,6,6,6
1647,CentralEast,8,14,3,2,2,2,1,5,5,5,6,6,6,6,6
1648,CentralEast,5,7,2,2,2,2,1,2,2,4,3,2,2,2,2
1649,CentralEast,6,15,3,1,2,1,1,5,5,5,6,6,6,6,6
1650,CentralEast,8,17,2,3,3,1,1,2,3,4,3,2,2,2,2
1651,CentralEast,4,5,2,2,2,1,1,5,4,4,6,6,6,6,6
1652,CentralEast,6,8,2,3,3,1,2,5,5,4,6,6,6,6,6
1653,CentralEast,4,13,2,3,2,1,2,2,2,4,3,2,2,2,2
1654,CentralEast,4,14,1,3,2,2,1,2,2,4,3,2,2,2,2
1655,CentralEast,5,10,1,3,1,1,2,5,5,4,6,6,6,6,6
1656,CentralEast,5,14,1,2,1,2,2,5,5,3,6,6,6,6,6
1657,CentralEast,5,15,2,2,3,1,2,4,3,5,3,2,2,2,2
1658,CentralEast,5,27,2,1,3,2,1,3,5,5,6,6,6,6,6
1659,CentralEast,6,16,3,2,3,2,2,4,5,5,6,6,6,6,6
1660,CentralEast,4,12,2,2,2,1,1,4,3,4,3,2,2,2,2
1661,CentralEast,4,12,1,2,2,2,1,4,5,5,3,2,2,2,2
1662,CentralEast,6,9,1,2,2,2,3,3,3,4,3,2,2,2,2
1663,CentralEast,8,12,2,2,3,1,1,4,3,4,6,6,6,6,5
1664,CentralEast,7,13,2,3,2,2,3,4,3,5,6,6,6,6,6
1665,CentralEast,5,17,3,3,2,1,2,3,4,4,4,4,4,2,5
1666,CentralEast,5,8,3,3,3,3,2,4,4,4,6,6,6,6,5
1667,CentralEast,5,9,2,2,2,1,1,4,4,4,6,6,6,6,4
1668,CentralEast,5,9,2,2,2,2,3,4,3,4,6,6,6,6,5
1669,CentralEast,6,9,2,3,2,1,1,3,2,5,6,6,6,6,4
1670,CentralEast,4,25,3,2,2,2,1,4,4,5,4,3,4,3,5
1671,CentralEast,6,4,2,2,2,2,2,4,4,4,6,6,6,6,4
1672,CentralEast,5,5,2,2,2,1,1,4,5,4,6,6,6,6,4
1673,CentralEast,4,1,1,2,2,2,1,3,3,4,6,6,6,6,5
1674,CentralEast,7,22,2,2,2,1,1,3,3,4,3,4,3,3,5
1675,CentralEast,7,8,1,1,1,1,1,3,3,3,6,6,4,6,4
1676,CentralEast,8,27,3,3,4,1,2,3,2,4,3,4,4,3,4
1677,CentralEast,5,23,1,2,1,1,1,4,3,3,3,2,3,5,4
1678,CentralEast,4,10,1,3,2,1,1,3,4,4,4,4,4,5,5
1679,CentralEast,5,15,1,3,1,1,1,4,4,4,5,4,4,6,5
1680,CentralEast,6,41,2,3,1,1,1,4,4,5,5,4,5,4,4
1681,CentralEast,4,10,2,2,3,1,1,4,3,5,5,6,5,5,5
1682,CentralEast,8,16,3,3,2,2,3,3,4,4,5,5,4,5,5
1683,CentralEast,4,5,4,3,3,3,3,3,3,5,5,4,5,5,5
1684,CentralEast,4,2,1,2,2,2,3,4,4,4,5,5,5,5,5
1685,CentralEast,8,5,3,2,3,1,1,4,4,4,5,5,5,5,5
1686,CentralEast,7,28,1,3,1,1,2,3,3,5,4,5,3,4,5
1687,CentralEast,4,7,1,3,2,1,3,3,3,4,4,4,4,4,4
1688,CentralEast,4,16,1,3,1,2,1,4,4,4,5,4,5,3,5
1689,CentralEast,8,31,4,3,2,1,2,4,4,5,4,4,5,4,4
1690,CentralEast,6,42,2,2,2,1,1,4,4,4,5,5,5,5,5
1691,CentralEast,4,6,1,2,1,2,1,3,4,3,5,4,5,5,5
1692,CentralEast,4,5,1,3,2,1,2,3,3,4,4,5,4,4,4
1693,CentralEast,4,7,3,2,3,2,3,4,5,5,5,4,6,6,5
1694,CentralEast,4,9,3,3,3,1,2,3,3,4,4,4,5,5,5
1695,CentralEast,4,2,1,3,2,1,1,3,3,4,5,4,5,5,5
1696,CentralEast,4,6,3,3,3,1,2,4,4,4,3,4,5,4,5
1697,CentralEast,4,18,3,3,4,3,3,4,4,5,5,5,4,4,5
1698,CentralEast,7,21,1,2,1,2,2,4,3,3,5,5,5,5,5
1699,CentralEast,4,2,2,2,1,1,1,4,4,5,4,4,4,4,5
1700,CentralEast,4,7,3,3,2,1,1,3,3,4,4,3,4,3,4
1701,CentralEast,6,2,1,3,1,1,1,4,4,4,5,5,5,5,4
1702,CentralEast,4,24,3,3,3,1,1,4,4,5,5,4,5,5,4
1703,CentralEast,4,3,1,2,2,2,3,3,4,5,5,4,4,4,5
1704,CentralEast,4,1,1,3,1,2,2,3,3,3,5,4,4,4,3
1705,CentralEast,4,29,4,2,1,2,1,4,4,5,5,4,5,5,4
1706,CentralEast,4,4,1,2,1,1,1,4,4,5,4,4,4,5,5
1707,CentralEast,7,20,4,2,1,1,1,4,3,4,5,5,5,5,5
1708,CentralEast,4,12,3,3,3,1,2,3,3,4,5,5,5,5,4
1709,CentralEast,8,14,1,2,3,2,2,3,4,5,4,4,4,4,4
1710,CentralEast,7,14,2,3,4,2,2,3,3,4,4,4,5,4,4
1711,CentralEast,4,17,1,2,2,2,1,4,4,4,5,5,5,5,5
1712,CentralEast,4,20,3,2,3,1,1,4,4,4,4,4,4,4,4
1713,CentralEast,4,3,1,3,1,1,1,4,3,4,4,4,4,4,3
1714,CentralEast,5,15,2,3,3,2,3,4,4,5,4,4,4,4,4
1715,CentralEast,7,14,1,2,1,1,1,4,3,5,5,5,4,5,5
1716,CentralEast,8,17,3,3,1,2,1,4,4,5,4,4,4,5,5
1717,CentralEast,8,20,3,4,3,3,3,4,4,4,4,3,4,3,4
1718,CentralEast,6,2,2,2,3,1,1,3,3,4,5,5,5,5,5
1719,CentralEast,4,11,3,3,3,3,3,4,4,4,4,4,4,4,4
1720,CentralEast,7,35,2,2,1,1,1,3,3,3,4,4,4,5,5
1721,CentralEast,4,11,1,2,3,2,1,3,3,5,4,4,4,4,4
1722,CentralEast,8,2,3,2,4,2,3,3,3,5,4,4,4,3,5
1723,CentralEast,4,2,3,2,3,3,3,4,4,5,4,4,4,3,4
1724,CentralEast,4,3,1,2,1,1,1,3,3,5,4,3,4,3,3
1725,CentralEast,7,27,4,4,3,1,1,4,4,5,4,4,4,3,4
1726,CentralEast,6,1,4,2,2,1,1,4,4,5,5,5,5,5,5
1727,CentralEast,5,3,4,2,2,1,1,4,4,5,5,5,5,5,5
1728,CentralEast,5,22,1,2,1,1,1,3,2,3,4,4,4,4,3
1729,CentralEast,8,18,2,2,4,1,1,3,3,3,5,5,4,5,5
1730,CentralEast,8,30,3,2,2,1,1,4,3,5,4,3,5,3,5
1731,CentralEast,4,7,3,2,2,1,1,4,5,5,5,4,4,4,5
1732,CentralEast,8,7,1,2,2,1,2,3,3,4,5,5,5,5,4
1733,CentralEast,5,5,3,2,4,1,2,4,3,4,5,5,5,5,5
1734,CentralEast,5,20,1,2,3,1,3,3,3,3,4,4,4,4,5
1735,CentralEast,4,1,3,3,4,3,3,4,3,4,4,4,4,4,3
1736,CentralEast,8,3,4,3,4,1,1,4,3,4,5,4,5,4,5
1737,CentralEast,5,23,2,1,1,1,2,4,3,5,5,5,5,5,5
1738,CentralEast,5,20,3,3,1,1,1,4,5,5,4,3,4,4,5
1739,CentralEast,7,23,1,2,2,1,1,4,4,3,4,4,4,3,4
1740,CentralEast,4,15,1,3,3,1,2,4,3,5,4,4,4,3,5
1741,CentralEast,4,1,1,2,1,1,1,3,3,5,4,3,3,3,3
1742,CentralEast,7,16,1,3,1,2,2,3,3,4,5,4,4,3,4
1743,CentralEast,4,7,1,2,1,1,1,3,3,5,4,3,4,5,5
1744,CentralEast,4,17,3,2,2,2,1,4,4,5,4,3,4,3,5
1745,CentralEast,5,18,4,2,4,1,1,2,2,5,4,4,3,3,3
1746,CentralEast,7,3,1,3,4,3,2,4,5,5,6,5,5,6,6
1747,CentralEast,8,21,1,2,2,1,1,3,3,3,4,4,4,4,4
1748,CentralEast,7,14,1,1,1,3,3,4,3,4,4,4,4,3,4
1749,CentralEast,8,3,3,1,1,2,1,3,3,3,5,4,4,4,4
1750,CentralEast,8,7,3,3,4,1,1,4,4,5,5,5,4,5,5
1751,CentralEast,4,25,3,2,3,3,1,4,4,5,4,4,4,4,5
1752,CentralEast,5,42,4,3,3,1,1,4,5,5,5,4,5,5,5
1753,CentralEast,4,4,2,4,3,1,2,3,3,5,4,4,4,5,4
1754,CentralEast,8,7,2,4,3,3,3,4,3,4,5,5,5,5,5
1755,CentralEast,7,18,4,4,4,1,1,4,4,5,4,3,3,3,5
1756,CentralEast,4,14,2,2,1,3,2,4,3,5,5,5,5,5,4
1757,CentralEast,4,8,3,4,2,2,2,4,4,5,4,3,3,3,4
1758,CentralEast,8,12,1,2,2,1,1,3,3,4,4,3,4,4,3
1759,CentralEast,5,4,1,1,2,3,2,4,4,4,5,5,5,5,5
1760,CentralEast,4,20,2,1,2,1,1,4,4,5,6,5,6,6,6
1761,CentralEast,8,7,1,3,4,2,2,4,4,5,4,4,5,3,3
1762,CentralEast,4,6,3,4,4,3,2,3,3,4,5,5,3,5,3
1763,CentralEast,4,3,2,2,3,1,2,4,4,5,4,3,3,3,4
1764,CentralEast,4,4,2,2,1,1,1,4,3,5,4,4,3,4,4
1765,CentralEast,4,8,2,3,4,1,1,4,3,4,4,4,4,4,4
1766,CentralEast,4,1,1,1,2,1,1,4,3,5,4,4,4,4,3
1767,CentralEast,5,37,2,3,1,1,1,4,4,3,5,5,5,4,3
1768,CentralEast,7,17,1,3,2,1,2,4,4,5,4,4,4,3,5
1769,CentralEast,8,5,1,2,1,1,1,2,3,3,4,4,3,5,3
1770,CentralEast,4,18,4,4,4,2,1,3,3,5,3,4,4,3,3
1771,CentralEast,7,4,4,4,4,3,3,4,5,5,5,5,5,4,5
1772,CentralEast,7,10,1,2,1,1,1,3,4,3,5,5,5,5,4
1773,CentralEast,4,28,3,4,3,3,2,4,4,4,5,5,5,3,3
1774,CentralEast,4,10,1,2,1,2,1,4,4,3,5,5,5,4,3
1775,CentralEast,7,6,2,4,3,1,1,4,5,3,5,4,5,3,5
1776,CentralEast,5,39,4,4,4,2,1,4,4,5,4,4,4,5,4
1777,CentralEast,8,4,3,3,2,1,1,4,5,3,4,3,5,3,5
1778,CentralEast,6,32,4,3,2,1,1,4,4,5,3,3,4,4,5
1779,CentralEast,8,10,1,2,1,1,1,3,4,3,5,4,5,4,4
1780,CentralEast,4,2,3,2,1,1,1,4,4,3,5,4,4,3,3
1781,CentralEast,6,17,4,2,3,3,2,4,3,4,5,5,5,5,5
1782,CentralEast,5,4,3,1,1,1,1,3,4,4,4,4,3,4,3
1783,CentralEast,6,4,1,3,2,2,1,4,4,3,5,4,4,5,5
1784,CentralEast,5,28,3,2,2,1,1,3,3,3,5,4,3,3,3
1785,CentralEast,6,15,4,2,3,1,1,3,3,4,5,4,5,5,5
1786,CentralEast,7,6,1,2,2,2,3,4,4,3,5,5,5,3,3
1787,CentralEast,4,5,2,3,3,3,4,4,4,4,6,5,6,6,6
1788,CentralEast,6,21,1,2,2,1,1,3,3,3,4,4,5,5,4
1789,CentralEast,4,2,1,2,1,3,1,4,3,5,4,5,3,4,3
1790,CentralEast,4,27,4,2,1,1,1,4,4,5,6,5,5,6,6
1791,CentralEast,7,22,3,2,2,1,1,4,4,3,5,4,3,4,4
1792,CentralEast,7,14,1,2,2,1,1,4,5,5,5,5,5,5,5
1793,CentralEast,4,20,4,2,3,2,2,4,5,5,4,5,5,4,5
1794,CentralEast,6,9,3,2,3,1,1,3,3,3,4,4,4,4,5
1795,CentralEast,4,4,2,1,2,1,1,4,4,5,3,4,4,4,5
1796,CentralEast,4,15,2,4,1,1,1,4,3,5,4,4,4,3,4
1797,CentralEast,8,26,2,2,1,1,1,4,4,5,3,3,5,4,5
1798,CentralEast,7,9,4,4,4,3,3,4,4,5,4,4,5,3,5
1799,CentralEast,6,13,1,2,2,1,1,3,3,4,6,6,5,5,6
1800,CentralEast,4,7,1,1,2,1,1,3,3,3,3,3,4,3,3
1801,CentralEast,6,18,3,2,3,2,1,4,3,4,4,5,4,4,4
1802,CentralEast,7,25,2,3,3,3,3,2,2,4,5,5,5,5,3
1803,CentralEast,4,8,4,3,2,1,1,4,4,4,4,3,5,3,5
1804,CentralEast,5,7,3,3,1,1,1,5,4,4,5,5,5,5,3
1805,CentralEast,6,4,2,3,2,1,1,4,3,4,5,5,5,5,3
1806,CentralEast,7,4,1,1,2,1,1,2,3,3,4,4,5,3,4
1807,CentralEast,7,5,4,1,1,1,1,3,2,3,5,5,5,4,3
1808,CentralEast,4,6,3,3,3,3,2,4,3,5,5,4,3,3,4
1809,CentralEast,6,10,3,3,1,2,2,4,3,5,4,4,4,4,3
1810,CentralEast,6,32,3,1,1,2,1,4,5,5,5,5,5,5,5
1811,CentralEast,4,16,1,2,1,1,1,3,2,4,3,4,3,3,3
1812,CentralEast,4,10,2,1,3,1,1,3,3,3,5,5,5,5,5
1813,CentralEast,8,7,4,4,3,1,1,4,4,5,4,3,4,4,4
1814,CentralEast,4,10,1,1,1,1,1,4,4,4,5,6,5,6,4
1815,CentralEast,7,9,1,2,1,1,1,4,3,4,5,5,5,5,5
1816,CentralEast,7,14,1,3,4,1,1,4,4,5,3,3,3,3,3
1817,CentralEast,8,4,3,3,2,1,1,4,5,5,4,3,4,5,5
1818,CentralEast,8,15,3,1,1,1,2,3,3,5,3,3,3,3,4
1819,CentralEast,7,11,2,3,3,2,2,5,5,5,5,6,5,6,5
1820,CentralEast,4,20,4,3,3,3,2,4,4,4,4,3,4,4,4
1821,CentralEast,5,19,2,1,2,1,1,4,5,5,5,5,5,5,5
1822,CentralEast,6,12,3,1,2,1,1,4,4,5,4,4,4,4,4
1823,CentralEast,5,17,3,2,3,1,1,4,3,4,5,6,5,6,5
1824,CentralEast,4,25,1,2,2,1,3,4,4,4,5,5,5,5,6
1825,CentralEast,8,13,2,1,1,1,1,4,3,4,5,6,6,6,5
1826,CentralEast,7,4,3,4,3,2,1,2,2,4,5,5,4,4,5
1827,CentralEast,4,26,3,3,4,3,3,4,5,4,5,5,5,6,5
1828,CentralEast,5,17,2,2,2,1,1,2,2,3,4,4,4,4,4
1829,CentralEast,8,8,1,3,3,2,1,4,4,5,4,4,4,5,4
1830,CentralEast,4,2,2,3,3,1,1,3,5,3,4,4,3,4,5
1831,CentralEast,4,24,1,1,2,1,1,4,3,5,3,4,3,5,4
1832,CentralEast,7,7,2,3,1,1,1,4,3,4,5,4,5,3,5
1833,CentralEast,8,9,3,3,3,3,1,5,4,5,4,4,5,5,5
1834,CentralEast,5,1,1,3,2,2,1,4,2,3,5,5,5,4,4
1835,CentralEast,8,2,3,4,4,2,1,5,4,4,5,4,3,3,3
1836,CentralEast,5,17,2,2,1,3,3,4,5,5,4,5,5,3,5
1837,CentralEast,5,1,3,3,1,1,1,3,3,3,5,5,5,5,4
1838,CentralEast,6,35,2,1,3,1,1,3,2,5,6,6,5,6,6
1839,CentralEast,7,31,4,2,3,2,1,3,2,4,3,4,4,4,4
1840,CentralEast,5,26,3,2,3,1,1,3,4,5,5,5,5,5,5
1841,CentralEast,5,25,2,1,1,2,1,3,2,5,6,6,6,6,6
1842,CentralEast,5,32,4,2,1,2,2,2,3,5,3,4,3,3,4
1843,CentralEast,7,5,2,3,3,3,1,3,3,5,5,5,5,5,5
1844,CentralEast,8,6,2,2,1,3,1,5,4,5,5,5,5,5,5
1845,CentralEast,4,2,1,3,4,2,1,4,4,4,5,4,5,3,3
1846,CentralEast,4,17,1,2,2,1,1,3,4,4,4,5,4,5,5
1847,CentralEast,7,7,4,4,4,3,3,5,5,5,3,3,5,3,4
1848,CentralEast,7,9,1,1,1,1,1,3,3,4,3,4,3,5,3
1849,CentralEast,4,15,1,1,1,1,1,5,4,3,5,4,4,5,3
1850,CentralEast,5,3,3,2,2,1,1,5,4,5,4,4,4,4,4
1851,CentralEast,5,30,1,2,2,1,1,4,3,3,4,5,4,5,5
1852,CentralEast,8,20,1,3,4,2,1,3,2,4,3,3,5,5,3
1853,CentralEast,8,23,3,3,3,3,1,4,4,5,5,4,4,3,6
1854,CentralEast,4,14,2,3,3,1,1,5,4,4,5,4,5,3,4
1855,CentralEast,5,18,3,2,1,1,1,5,4,4,5,3,4,5,5
1856,CentralEast,7,6,4,4,2,2,2,3,3,5,3,3,4,3,4
1857,CentralEast,5,10,3,3,2,2,2,4,5,5,4,5,5,5,3
1858,CentralEast,5,2,3,2,2,1,2,4,4,3,5,5,3,5,5
